source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents,intersections,evidences
GO:BP,GO:0016042,lipid catabolic process,0.018050061406798785,True,"""The chemical reactions and pathways resulting in the breakdown of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [GOC:go_curators]",75,151,5,14996,0.033112582781456956,0.06666666666666667,query_1,"['GO:0006629', 'GO:0009056']","['ENSDARG00000092170', 'ENSDARG00000092155', 'ENSDARG00000015662', 'ENSDARG00000009153', 'ENSDARG00000089177']","[['IBA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0051234,establishment of localization,0.018416420417892616,True,"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]",2288,151,38,14996,0.25165562913907286,0.016608391608391608,query_1,['GO:0051179'],"['ENSDARG00000101324', 'ENSDARG00000027355', 'ENSDARG00000016771', 'ENSDARG00000092170', 'ENSDARG00000022767', 'ENSDARG00000012609', 'ENSDARG00000058476', 'ENSDARG00000042780', 'ENSDARG00000092155', 'ENSDARG00000043279', 'ENSDARG00000058953', 'ENSDARG00000075016', 'ENSDARG00000012076', 'ENSDARG00000060496', 'ENSDARG00000070078', 'ENSDARG00000015662', 'ENSDARG00000089310', 'ENSDARG00000040298', 'ENSDARG00000104450', 'ENSDARG00000030872', 'ENSDARG00000026682', 'ENSDARG00000059902', 'ENSDARG00000021573', 'ENSDARG00000075436', 'ENSDARG00000036722', 'ENSDARG00000060345', 'ENSDARG00000020866', 'ENSDARG00000078132', 'ENSDARG00000008948', 'ENSDARG00000102004', 'ENSDARG00000009153', 'ENSDARG00000071159', 'ENSDARG00000009470', 'ENSDARG00000076401', 'ENSDARG00000041848', 'ENSDARG00000094929', 'ENSDARG00000078902', 'ENSDARG00000057098']","[['IEA'], ['IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IDA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:MF,GO:0016712,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",0.021358668803217306,True,"""Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from reduced flavin or flavoprotein and one other donor, and one atom of oxygen is incorporated into one donor."" [EC:1.14.14.-]",38,255,4,21077,0.01568627450980392,0.10526315789473684,query_1,"['GO:0004497', 'GO:0016705']","['ENSDARG00000021172', 'ENSDARG00000101861', 'ENSDARG00000101423', 'ENSDARG00000104593']","[['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:MF,GO:0005506,iron ion binding,0.023077572335740718,True,"""Binding to an iron (Fe) ion."" [GOC:ai]",215,255,9,21077,0.03529411764705882,0.04186046511627907,query_1,['GO:0046914'],"['ENSDARG00000021172', 'ENSDARG00000101861', 'ENSDARG00000101423', 'ENSDARG00000025595', 'ENSDARG00000053068', 'ENSDARG00000055240', 'ENSDARG00000104593', 'ENSDARG00000006501', 'ENSDARG00000089177']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0009617,response to bacterium,0.026640833794589782,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."" [GOC:hb]",49,151,4,14996,0.026490066225165563,0.08163265306122448,query_1,['GO:0051707'],"['ENSDARG00000016771', 'ENSDARG00000055705', 'ENSDARG00000052207', 'ENSDARG00000102175']","[['IDA', 'IBA'], ['IDA'], ['IDA'], ['IEA']]"
KEGG,KEGG:00983,Drug metabolism - other enzymes,0.028120609443154716,True,Drug metabolism - other enzymes,68,94,5,6524,0.05319148936170213,0.07352941176470588,query_1,['KEGG:00000'],"['ENSDARG00000006220', 'ENSDARG00000055240', 'ENSDARG00000038199', 'ENSDARG00000002394', 'ENSDARG00000043820']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0051179,localization,0.0282596584149486,True,"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]",2347,151,38,14996,0.25165562913907286,0.016190881976991905,query_1,['GO:0008150'],"['ENSDARG00000101324', 'ENSDARG00000027355', 'ENSDARG00000016771', 'ENSDARG00000092170', 'ENSDARG00000022767', 'ENSDARG00000012609', 'ENSDARG00000058476', 'ENSDARG00000042780', 'ENSDARG00000092155', 'ENSDARG00000043279', 'ENSDARG00000058953', 'ENSDARG00000075016', 'ENSDARG00000012076', 'ENSDARG00000060496', 'ENSDARG00000070078', 'ENSDARG00000015662', 'ENSDARG00000089310', 'ENSDARG00000040298', 'ENSDARG00000104450', 'ENSDARG00000030872', 'ENSDARG00000026682', 'ENSDARG00000059902', 'ENSDARG00000021573', 'ENSDARG00000075436', 'ENSDARG00000036722', 'ENSDARG00000060345', 'ENSDARG00000020866', 'ENSDARG00000078132', 'ENSDARG00000008948', 'ENSDARG00000102004', 'ENSDARG00000009153', 'ENSDARG00000071159', 'ENSDARG00000009470', 'ENSDARG00000076401', 'ENSDARG00000041848', 'ENSDARG00000094929', 'ENSDARG00000078902', 'ENSDARG00000057098']","[['IEA'], ['IBA', 'IEA'], ['IMP', 'IBA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IDA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0006082,organic acid metabolic process,0.02868599546966313,True,"""The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."" [ISBN:0198506732]",270,151,9,14996,0.059602649006622516,0.03333333333333333,query_1,['GO:0044281'],"['ENSDARG00000018351', 'ENSDARG00000042010', 'ENSDARG00000071076', 'ENSDARG00000021172', 'ENSDARG00000058005', 'ENSDARG00000053500', 'ENSDARG00000045414', 'ENSDARG00000101762', 'ENSDARG00000091503']","[['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:MF,GO:0046872,metal ion binding,0.028940680436391246,True,"""Binding to a metal ion."" [GOC:ai]",2799,255,51,21077,0.2,0.01822079314040729,query_1,['GO:0043169'],"['ENSDARG00000016771', 'ENSDARG00000018351', 'ENSDARG00000010312', 'ENSDARG00000042010', 'ENSDARG00000009549', 'ENSDARG00000071429', 'ENSDARG00000021339', 'ENSDARG00000021172', 'ENSDARG00000053254', 'ENSDARG00000100248', 'ENSDARG00000055705', 'ENSDARG00000104329', 'ENSDARG00000015662', 'ENSDARG00000057498', 'ENSDARG00000101861', 'ENSDARG00000058005', 'ENSDARG00000101423', 'ENSDARG00000075827', 'ENSDARG00000025595', 'ENSDARG00000104450', 'ENSDARG00000068586', 'ENSDARG00000007988', 'ENSDARG00000034862', 'ENSDARG00000070453', 'ENSDARG00000098645', 'ENSDARG00000053068', 'ENSDARG00000097285', 'ENSDARG00000100782', 'ENSDARG00000039116', 'ENSDARG00000002986', 'ENSDARG00000055240', 'ENSDARG00000037425', 'ENSDARG00000038199', 'ENSDARG00000103589', 'ENSDARG00000104593', 'ENSDARG00000008553', 'ENSDARG00000013056', 'ENSDARG00000079980', 'ENSDARG00000096304', 'ENSDARG00000033594', 'ENSDARG00000039687', 'ENSDARG00000041083', 'ENSDARG00000009153', 'ENSDARG00000042293', 'ENSDARG00000006501', 'ENSDARG00000087227', 'ENSDARG00000098952', 'ENSDARG00000089177', 'ENSDARG00000012395', 'ENSDARG00000076250', 'ENSDARG00000075441']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0015711,organic anion transport,0.031105217431742042,True,"""The directed movement of organic anions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organic anions are atoms or small molecules with a negative charge which contain carbon in covalent linkage."" [GOC:ai, GOC:krc]",87,151,5,14996,0.033112582781456956,0.05747126436781609,query_1,['GO:0006810'],"['ENSDARG00000027355', 'ENSDARG00000015662', 'ENSDARG00000021573', 'ENSDARG00000008948', 'ENSDARG00000009153']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0015908,fatty acid transport,0.03226056514249531,True,"""The directed movement of fatty acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Fatty acids are aliphatic monocarboxylic acids liberated from naturally occurring fats and oils by hydrolysis."" [GOC:ai]",25,151,3,14996,0.019867549668874173,0.12,query_1,"['GO:0006869', 'GO:0015718']","['ENSDARG00000015662', 'ENSDARG00000008948', 'ENSDARG00000009153']","[['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0009396,folic acid-containing compound biosynthetic process,0.03300660231183221,True,"""The chemical reactions and pathways resulting in the formation of folic acid and its derivatives."" [GOC:ai]",7,151,2,14996,0.013245033112582781,0.2857142857142857,query_1,"['GO:0006760', 'GO:0042398', 'GO:0042559']","['ENSDARG00000070453', 'ENSDARG00000068876']","[['IEA'], ['IEA']]"
KEGG,KEGG:00565,Ether lipid metabolism,0.034122138374780814,True,Ether lipid metabolism,45,94,4,6524,0.0425531914893617,0.08888888888888889,query_1,['KEGG:00000'],"['ENSDARG00000015662', 'ENSDARG00000096445', 'ENSDARG00000008948', 'ENSDARG00000009153']","[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]"
GO:MF,GO:0043169,cation binding,0.03452784138827768,True,"""Binding to a cation, a charged atom or group of atoms with a net positive charge."" [GOC:jl]",2840,255,51,21077,0.2,0.01795774647887324,query_1,['GO:0043167'],"['ENSDARG00000016771', 'ENSDARG00000018351', 'ENSDARG00000010312', 'ENSDARG00000042010', 'ENSDARG00000009549', 'ENSDARG00000071429', 'ENSDARG00000021339', 'ENSDARG00000021172', 'ENSDARG00000053254', 'ENSDARG00000100248', 'ENSDARG00000055705', 'ENSDARG00000104329', 'ENSDARG00000015662', 'ENSDARG00000057498', 'ENSDARG00000101861', 'ENSDARG00000058005', 'ENSDARG00000101423', 'ENSDARG00000075827', 'ENSDARG00000025595', 'ENSDARG00000104450', 'ENSDARG00000068586', 'ENSDARG00000007988', 'ENSDARG00000034862', 'ENSDARG00000070453', 'ENSDARG00000098645', 'ENSDARG00000053068', 'ENSDARG00000097285', 'ENSDARG00000100782', 'ENSDARG00000039116', 'ENSDARG00000002986', 'ENSDARG00000055240', 'ENSDARG00000037425', 'ENSDARG00000038199', 'ENSDARG00000103589', 'ENSDARG00000104593', 'ENSDARG00000008553', 'ENSDARG00000013056', 'ENSDARG00000079980', 'ENSDARG00000096304', 'ENSDARG00000033594', 'ENSDARG00000039687', 'ENSDARG00000041083', 'ENSDARG00000009153', 'ENSDARG00000042293', 'ENSDARG00000006501', 'ENSDARG00000087227', 'ENSDARG00000098952', 'ENSDARG00000089177', 'ENSDARG00000012395', 'ENSDARG00000076250', 'ENSDARG00000075441']","[['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:MF,GO:0004175,endopeptidase activity,0.03452784138827768,True,"""Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain."" [http://merops.sanger.ac.uk/about/glossary.htm#ENDOPEPTIDASE]",478,255,14,21077,0.054901960784313725,0.029288702928870293,query_1,['GO:0008233'],"['ENSDARG00000023111', 'ENSDARG00000055278', 'ENSDARG00000100248', 'ENSDARG00000057498', 'ENSDARG00000019772', 'ENSDARG00000099425', 'ENSDARG00000075827', 'ENSDARG00000103308', 'ENSDARG00000019451', 'ENSDARG00000007988', 'ENSDARG00000034862', 'ENSDARG00000100782', 'ENSDARG00000008553', 'ENSDARG00000012395']","[['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA']]"
GO:MF,GO:0008289,lipid binding,0.03452784138827768,True,"""Binding to a lipid."" [GOC:ai]",377,255,12,21077,0.047058823529411764,0.03183023872679045,query_1,['GO:0005488'],"['ENSDARG00000101324', 'ENSDARG00000092170', 'ENSDARG00000038439', 'ENSDARG00000012076', 'ENSDARG00000089310', 'ENSDARG00000040298', 'ENSDARG00000030872', 'ENSDARG00000060345', 'ENSDARG00000020866', 'ENSDARG00000078132', 'ENSDARG00000102004', 'ENSDARG00000094929']","[['IEA'], ['IBA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0009072,aromatic amino acid metabolic process,0.03466069371899138,True,"""The chemical reactions and pathways involving aromatic amino acid family, amino acids with aromatic ring (phenylalanine, tyrosine, tryptophan)."" [GOC:go_curators]",26,151,3,14996,0.019867549668874173,0.11538461538461539,query_1,"['GO:0006520', 'GO:0019752']","['ENSDARG00000018351', 'ENSDARG00000058005', 'ENSDARG00000101762']","[['IEA'], ['IBA', 'IEA'], ['IEA']]"
KEGG,KEGG:00790,Folate biosynthesis,0.038096279318418344,True,Folate biosynthesis,24,94,3,6524,0.031914893617021274,0.125,query_1,['KEGG:00000'],"['ENSDARG00000040190', 'ENSDARG00000070453', 'ENSDARG00000068876']","[['KEGG'], ['KEGG'], ['KEGG']]"
GO:BP,GO:0050818,regulation of coagulation,0.04189679685998717,True,"""Any process that modulates the frequency, rate or extent of coagulation, the process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [GOC:ai]",8,151,2,14996,0.013245033112582781,0.25,query_1,"['GO:0050817', 'GO:0051239']","['ENSDARG00000061383', 'ENSDARG00000076448']","[['IEA'], ['IBA']]"
GO:BP,GO:0042398,modified amino acid biosynthetic process,0.04570446268778633,True,"""The chemical reactions and pathways resulting in the formation of compounds derived from amino acids, organic acids containing one or more amino substituents."" [GOC:ai]",29,151,3,14996,0.019867549668874173,0.10344827586206896,query_1,"['GO:0006575', 'GO:0009058']","['ENSDARG00000070453', 'ENSDARG00000068876', 'ENSDARG00000016598']","[['IEA'], ['IEA'], ['IEA']]"
GO:BP,GO:0051707,response to other organism,0.0457221433375543,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]",142,151,6,14996,0.039735099337748346,0.04225352112676056,query_1,"['GO:0043207', 'GO:0044419']","['ENSDARG00000016771', 'ENSDARG00000055705', 'ENSDARG00000052207', 'ENSDARG00000070453', 'ENSDARG00000102175', 'ENSDARG00000096304']","[['IDA', 'IBA'], ['IDA'], ['IDA'], ['IMP'], ['IEA'], ['IBA']]"
GO:BP,GO:0043207,response to external biotic stimulus,0.0457221433375543,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]",142,151,6,14996,0.039735099337748346,0.04225352112676056,query_1,"['GO:0009605', 'GO:0009607']","['ENSDARG00000016771', 'ENSDARG00000055705', 'ENSDARG00000052207', 'ENSDARG00000070453', 'ENSDARG00000102175', 'ENSDARG00000096304']","[['IDA', 'IBA'], ['IDA'], ['IDA'], ['IMP'], ['IEA'], ['IBA']]"
GO:MF,GO:0004497,monooxygenase activity,0.04615697998151862,True,"""Catalysis of the incorporation of one atom of molecular oxygen (O2) into the substrate and the reduction of the other atom of O2 to water."" [PMID:1444267]",159,255,7,21077,0.027450980392156862,0.0440251572327044,query_1,['GO:0016491'],"['ENSDARG00000021172', 'ENSDARG00000101861', 'ENSDARG00000101423', 'ENSDARG00000053068', 'ENSDARG00000104593', 'ENSDARG00000006501', 'ENSDARG00000089177']","[['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA']]"
GO:MF,GO:0005178,integrin binding,0.04615697998151862,True,"""Binding to an integrin."" [GOC:ceb]",25,255,3,21077,0.011764705882352941,0.12,query_1,"['GO:0005102', 'GO:0044877', 'GO:0050839']","['ENSDARG00000062688', 'ENSDARG00000022689', 'ENSDARG00000078180']","[['IBA'], ['IBA'], ['IEA']]"
GO:BP,GO:0006641,triglyceride metabolic process,0.0467014964432686,True,"""The chemical reactions and pathways involving triglyceride, any triester of glycerol. The three fatty acid residues may all be the same or differ in any permutation. Triglycerides are important components of plant oils, animal fats and animal plasma lipoproteins."" [ISBN:0198506732]",9,151,2,14996,0.013245033112582781,0.2222222222222222,query_1,['GO:0006639'],"['ENSDARG00000092170', 'ENSDARG00000003635']","[['IBA'], ['IBA']]"
GO:BP,GO:0030168,platelet activation,0.0467014964432686,True,"""A series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue. These events include shape change, adhesiveness, aggregation, and release reactions. When carried through to completion, these events lead to the formation of a stable hemostatic plug."" [PMID:27403440]",9,151,2,14996,0.013245033112582781,0.2222222222222222,query_1,"['GO:0001775', 'GO:0007596']","['ENSDARG00000020741', 'ENSDARG00000008969']","[['IEA'], ['IEA']]"
GO:BP,GO:0006144,purine nucleobase metabolic process,0.0467014964432686,True,"""The chemical reactions and pathways involving purine nucleobases, one of the two classes of nitrogen-containing ring compounds found in DNA and RNA, which include adenine and guanine."" [GOC:go_curators]",9,151,2,14996,0.013245033112582781,0.2222222222222222,query_1,"['GO:0009112', 'GO:0072521']","['ENSDARG00000002986', 'ENSDARG00000055240']","[['IEA'], ['IBA']]"
GO:BP,GO:0009607,response to biotic stimulus,0.0467014964432686,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]",144,151,6,14996,0.039735099337748346,0.041666666666666664,query_1,['GO:0050896'],"['ENSDARG00000016771', 'ENSDARG00000055705', 'ENSDARG00000052207', 'ENSDARG00000070453', 'ENSDARG00000102175', 'ENSDARG00000096304']","[['IDA', 'IBA'], ['IDA'], ['IDA'], ['IMP'], ['IEA'], ['IBA']]"
GO:MF,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",0.046947173625407124,True,"""Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from each of two donors, and molecular oxygen is reduced or incorporated into a donor."" [EC:1.14.-.-]",204,255,8,21077,0.03137254901960784,0.0392156862745098,query_1,['GO:0016491'],"['ENSDARG00000021172', 'ENSDARG00000101861', 'ENSDARG00000101423', 'ENSDARG00000053068', 'ENSDARG00000104593', 'ENSDARG00000091503', 'ENSDARG00000006501', 'ENSDARG00000089177']","[['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IBA'], ['IEA'], ['IEA']]"
GO:BP,GO:0044419,biological process involved in interspecies interaction between organisms,0.04762827061907513,True,"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]",146,151,6,14996,0.039735099337748346,0.0410958904109589,query_1,['GO:0008150'],"['ENSDARG00000016771', 'ENSDARG00000055705', 'ENSDARG00000052207', 'ENSDARG00000070453', 'ENSDARG00000102175', 'ENSDARG00000096304']","[['IDA', 'IBA'], ['IDA'], ['IDA'], ['IMP'], ['IEA'], ['IBA']]"
GO:BP,GO:0010817,regulation of hormone levels,0.04762827061907513,True,"""Any process that modulates the levels of hormone within an organism or a tissue. A hormone is any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action."" [GOC:BHF, GOC:dph, GOC:tb]",31,151,3,14996,0.019867549668874173,0.0967741935483871,query_1,['GO:0065008'],"['ENSDARG00000070140', 'ENSDARG00000009470', 'ENSDARG00000057098']","[['IBA'], ['IEA'], ['IEA']]"
KEGG,KEGG:00350,Tyrosine metabolism,0.04891978659468906,True,Tyrosine metabolism,27,94,3,6524,0.031914893617021274,0.1111111111111111,query_1,['KEGG:00000'],"['ENSDARG00000018351', 'ENSDARG00000058005', 'ENSDARG00000101762']","[['KEGG'], ['KEGG'], ['KEGG']]"
